TimeMS,Input,Output_1,Output_2
17.625000,2047,1935,2662
17.645834,2047,1771,2092
17.666668,2047,1678,1472
17.687500,2047,1574,961
17.708334,2047,1515,960
17.729168,2047,1444,943
17.750000,2047,1452,961
17.770834,2047,1544,960
17.791668,2047,1728,960
17.812500,2047,1988,1679
17.833334,2047,2247,2509
17.854168,2047,2403,2991
17.875000,2047,2469,2991
17.895834,2047,2407,2991
17.916668,2047,2254,2889
17.937500,2047,2053,2498
17.958334,2047,1889,2123
17.979168,2047,1762,1798
18.000000,2047,1699,1551
18.020834,2047,1676,1284
18.041668,2047,1646,960
18.062500,2047,1601,960
18.083334,2047,1613,960
18.104168,2047,1641,960
18.125000,2047,1766,960
18.145834,2047,1930,1445
18.166668,2047,2114,2083
18.187500,2047,2283,2731
18.208334,2047,2343,2991
18.229168,2047,2346,2990
18.250000,2047,2242,2958
18.270834,2047,2115,2693
18.291668,2047,1987,2376
18.312500,2047,1892,2088
18.333334,2047,1827,1863
18.354168,2047,1765,1575
18.375000,2047,1743,1295
18.395834,2047,1709,967
18.416668,2047,1672,961
18.437500,2047,1675,960
18.458334,2047,1739,961
18.479168,2047,1835,1292
18.500000,2047,1965,1826
18.520834,2047,2118,2410
18.541668,2047,2223,2763
18.562500,2047,2275,2920
18.583334,2047,2253,2797
18.604168,2047,2152,2504
18.625000,2047,2026,2121
18.645834,2047,1903,1771
18.666668,2047,1775,1487
18.687500,2047,1696,1285
18.708334,2047,1673,1157
18.729168,2047,1673,1066
18.750000,2047,1702,1026
18.770834,2047,1739,1063
18.791668,2047,1803,1218
18.812500,2047,1891,1455
18.833334,2047,1955,1710
18.854168,2047,1998,1964
18.875000,2047,2083,2145
18.895834,2047,2122,2253
18.916668,2047,2153,2347
18.937500,2047,2147,2378
18.958334,2047,2148,2350
18.979168,2047,2086,2306
19.000000,2047,1994,2180
19.020834,2047,1903,2030
19.041668,2047,1835,1856
19.062500,2047,1775,1671
19.083334,2047,1740,1579
19.104168,2047,1767,1547
19.125000,2047,1826,1603
19.145834,2047,1920,1730
19.166668,2047,1996,1897
19.187500,2047,2056,2059
19.208334,2047,2086,2208
19.229168,2047,2116,2312
19.250000,2047,2115,2376
19.270834,2047,2094,2413
19.291668,2047,2086,2405
19.312500,2047,2086,2371
19.333334,2047,2059,2307
19.354168,2047,1997,2181
19.375000,2047,1925,2031
19.395834,2047,1898,1930
19.416668,2047,1869,1862
19.437500,2047,1869,1829
19.458334,2047,1893,1869
19.479168,2047,1935,1895
19.500000,2047,1962,1933
19.520834,2047,1993,1961
19.541668,2047,2031,1991
19.562500,2047,2029,2053
19.583334,2047,2057,2145
19.604168,2047,2092,2282
19.625000,2047,2093,2415
19.645834,2047,2123,2507
19.666668,2047,2125,2529
19.687500,2047,2089,2511
19.708334,2047,2056,2413
19.729168,2047,1994,2306
19.750000,2047,1959,2220
19.770834,2047,1959,2180
19.791668,2047,1961,2184
19.812500,2047,1965,2212
19.833334,2047,1992,2240
19.854168,2047,2029,2248
19.875000,2047,2020,2214
19.895834,2047,2023,2151
19.916668,2047,2025,2155
19.937500,2047,2024,2156
19.958334,2047,2031,2222
19.979168,2047,2050,2277
20.000000,2047,2063,2313
20.020834,2047,2052,2306
20.041668,2047,1999,2286
20.062500,2047,1988,2243
20.083334,2047,1955,2219
20.104168,2047,1958,2154
20.125000,2047,1954,2124
20.145834,2047,1959,2081
20.166668,2047,1963,2019
20.187500,2047,1963,1986
20.208334,2047,1992,1963
20.229168,2047,1991,1958
20.250000,2047,2018,1994
20.270834,2047,2027,2026
20.291668,2047,2025,2083
20.312500,2047,2023,2152
20.333334,2047,2016,2180
20.354168,2047,1988,2215
20.375000,2047,1994,2219
20.395834,2047,1988,2215
20.416668,2047,1966,2187
20.437500,2047,1954,2155
20.458334,2047,1962,2125
20.479168,2047,1931,2053
20.500000,2047,1930,1935
20.520834,2047,1903,1838
20.541668,2047,1901,1772
20.562500,2047,1924,1707
20.583334,2047,1927,1711
20.604168,2047,1963,1765
20.625000,2047,1956,1807
20.645834,2047,1956,1837
20.666668,2047,1954,1829
20.687500,2047,1929,1827
20.708334,2047,1892,1807
20.729168,2047,1899,1806
20.750000,2047,1899,1831
20.770834,2047,1893,1863
20.791668,2047,1924,1922
20.812500,2047,1930,1935
20.833334,2047,1924,1897
20.854168,2047,1900,1826
20.875000,2047,1898,1739
20.895834,2047,1899,1669
20.916668,2047,1923,1639
20.937500,2047,1924,1635
20.958334,2047,1956,1675
20.979168,2047,1961,1739
21.000000,2047,1954,1775
21.020834,2047,1923,1799
